"Id;""Designator"";""Footprint"";""Quantity"";""Designation"";""Supplier and ref"";",,,,
"1;""L2",L4,L1,"L3"";""L_0603_1608Metric"";4;""FB"";;;",
"2;""Y1"";""Oscillator_ECS_TXO53_S3"";1;""ECS-TX053-S3"";;;",,,,
"3;""C4",C5,C1,C2,"C3"";""C_0603_1608Metric"";5;""0.1uF 50V"";;;"
"4;""Y3"";""QFN-20-1EP_4x4mm_P0.5mm_EP2.7x2.7mm"";1;""Si5351A-B-GM"";;;",,,,
